store_id,item_id,category,department,hour_ts,units_sold,net_sales,promo_flag
1001,SKU001,produce,produce,2026-05-22T06:00:00,14,8.69,true
1001,SKU001,produce,produce,2026-05-22T07:00:00,16,9.94,true
1001,SKU001,produce,produce,2026-05-22T08:00:00,19,11.80,true
1001,SKU001,produce,produce,2026-05-22T09:00:00,17,10.56,true
1001,SKU001,produce,produce,2026-05-22T10:00:00,14,8.69,true
1001,SKU001,produce,produce,2026-05-22T11:00:00,24,14.90,true
1001,SKU001,produce,produce,2026-05-22T12:00:00,23,14.28,true
1001,SKU001,produce,produce,2026-05-22T13:00:00,7,4.35,true
1001,SKU001,produce,produce,2026-05-22T14:00:00,14,8.69,true
1001,SKU001,produce,produce,2026-05-22T15:00:00,12,7.45,true
1001,SKU001,produce,produce,2026-05-22T16:00:00,20,12.42,true
1001,SKU001,produce,produce,2026-05-22T17:00:00,28,17.39,true
1001,SKU001,produce,produce,2026-05-22T18:00:00,27,16.77,true
1001,SKU001,produce,produce,2026-05-22T19:00:00,13,8.07,true
1001,SKU001,produce,produce,2026-05-22T20:00:00,19,11.80,true
1001,SKU001,produce,produce,2026-05-22T21:00:00,11,6.83,true
1001,SKU001,produce,produce,2026-05-23T06:00:00,23,14.28,true
1001,SKU001,produce,produce,2026-05-23T07:00:00,12,7.45,true
1001,SKU001,produce,produce,2026-05-23T08:00:00,11,6.83,true
1001,SKU001,produce,produce,2026-05-23T09:00:00,8,4.97,true
1001,SKU001,produce,produce,2026-05-23T10:00:00,18,11.18,true
1001,SKU001,produce,produce,2026-05-23T11:00:00,24,14.90,true
1001,SKU001,produce,produce,2026-05-23T12:00:00,19,11.80,true
1001,SKU001,produce,produce,2026-05-23T13:00:00,15,9.31,true
1001,SKU001,produce,produce,2026-05-23T14:00:00,12,7.45,true
1001,SKU001,produce,produce,2026-05-23T15:00:00,14,8.69,true
1001,SKU001,produce,produce,2026-05-23T16:00:00,15,9.31,true
1001,SKU001,produce,produce,2026-05-23T17:00:00,11,6.83,true
1001,SKU001,produce,produce,2026-05-23T18:00:00,22,13.66,true
1001,SKU001,produce,produce,2026-05-23T19:00:00,10,6.21,true
1001,SKU001,produce,produce,2026-05-23T20:00:00,11,6.83,true
1001,SKU001,produce,produce,2026-05-23T21:00:00,10,6.21,true
1001,SKU001,produce,produce,2026-05-24T06:00:00,18,11.18,true
1001,SKU001,produce,produce,2026-05-24T07:00:00,19,11.80,true
1001,SKU001,produce,produce,2026-05-24T08:00:00,13,8.07,true
1001,SKU001,produce,produce,2026-05-24T09:00:00,21,13.04,true
1001,SKU001,produce,produce,2026-05-24T10:00:00,8,4.97,true
1001,SKU001,produce,produce,2026-05-24T11:00:00,22,13.66,true
1001,SKU001,produce,produce,2026-05-24T12:00:00,13,8.07,true
1001,SKU001,produce,produce,2026-05-24T13:00:00,22,13.66,true
1001,SKU001,produce,produce,2026-05-24T14:00:00,9,5.59,true
1001,SKU001,produce,produce,2026-05-24T15:00:00,12,7.45,true
1001,SKU001,produce,produce,2026-05-24T16:00:00,16,9.94,true
1001,SKU001,produce,produce,2026-05-24T17:00:00,28,17.39,true
1001,SKU001,produce,produce,2026-05-24T18:00:00,22,13.66,true
1001,SKU001,produce,produce,2026-05-24T19:00:00,7,4.35,true
1001,SKU001,produce,produce,2026-05-24T20:00:00,7,4.35,true
1001,SKU001,produce,produce,2026-05-24T21:00:00,18,11.18,true
1001,SKU001,produce,produce,2026-05-25T06:00:00,13,8.97,false
1001,SKU001,produce,produce,2026-05-25T07:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-25T08:00:00,7,4.83,false
1001,SKU001,produce,produce,2026-05-25T09:00:00,14,9.66,false
1001,SKU001,produce,produce,2026-05-25T10:00:00,8,5.52,false
1001,SKU001,produce,produce,2026-05-25T11:00:00,15,10.35,false
1001,SKU001,produce,produce,2026-05-25T12:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-25T13:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-25T14:00:00,6,4.14,false
1001,SKU001,produce,produce,2026-05-25T15:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-25T16:00:00,8,5.52,false
1001,SKU001,produce,produce,2026-05-25T17:00:00,21,14.49,false
1001,SKU001,produce,produce,2026-05-25T18:00:00,18,12.42,false
1001,SKU001,produce,produce,2026-05-25T19:00:00,15,10.35,false
1001,SKU001,produce,produce,2026-05-25T20:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-25T21:00:00,15,10.35,false
1001,SKU001,produce,produce,2026-05-26T06:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-26T07:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-26T08:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-05-26T09:00:00,9,6.21,false
1001,SKU001,produce,produce,2026-05-26T10:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-26T11:00:00,17,11.73,false
1001,SKU001,produce,produce,2026-05-26T12:00:00,19,13.11,false
1001,SKU001,produce,produce,2026-05-26T13:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-05-26T14:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-05-26T15:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-05-26T16:00:00,8,5.52,false
1001,SKU001,produce,produce,2026-05-26T17:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-26T18:00:00,13,8.97,false
1001,SKU001,produce,produce,2026-05-26T19:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-26T20:00:00,9,6.21,false
1001,SKU001,produce,produce,2026-05-26T21:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-27T06:00:00,9,6.21,false
1001,SKU001,produce,produce,2026-05-27T07:00:00,14,9.66,false
1001,SKU001,produce,produce,2026-05-27T08:00:00,7,4.83,false
1001,SKU001,produce,produce,2026-05-27T09:00:00,9,6.21,false
1001,SKU001,produce,produce,2026-05-27T10:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-27T11:00:00,16,11.04,false
1001,SKU001,produce,produce,2026-05-27T12:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-27T13:00:00,14,9.66,false
1001,SKU001,produce,produce,2026-05-27T14:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-05-27T15:00:00,5,3.45,false
1001,SKU001,produce,produce,2026-05-27T16:00:00,8,5.52,false
1001,SKU001,produce,produce,2026-05-27T17:00:00,16,11.04,false
1001,SKU001,produce,produce,2026-05-27T18:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-27T19:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-27T20:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-27T21:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-28T06:00:00,9,6.21,false
1001,SKU001,produce,produce,2026-05-28T07:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-05-28T08:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-28T09:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-28T10:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-05-28T11:00:00,8,5.52,false
1001,SKU001,produce,produce,2026-05-28T12:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-28T13:00:00,14,9.66,false
1001,SKU001,produce,produce,2026-05-28T14:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-28T15:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-05-28T16:00:00,13,8.97,false
1001,SKU001,produce,produce,2026-05-28T17:00:00,21,14.49,false
1001,SKU001,produce,produce,2026-05-28T18:00:00,7,4.83,false
1001,SKU001,produce,produce,2026-05-28T19:00:00,9,6.21,false
1001,SKU001,produce,produce,2026-05-28T20:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-05-28T21:00:00,13,8.97,false
1001,SKU001,produce,produce,2026-05-29T06:00:00,9,5.59,true
1001,SKU001,produce,produce,2026-05-29T07:00:00,15,9.31,true
1001,SKU001,produce,produce,2026-05-29T08:00:00,14,8.69,true
1001,SKU001,produce,produce,2026-05-29T09:00:00,12,7.45,true
1001,SKU001,produce,produce,2026-05-29T10:00:00,11,6.83,true
1001,SKU001,produce,produce,2026-05-29T11:00:00,19,11.80,true
1001,SKU001,produce,produce,2026-05-29T12:00:00,37,22.98,true
1001,SKU001,produce,produce,2026-05-29T13:00:00,14,8.69,true
1001,SKU001,produce,produce,2026-05-29T14:00:00,14,8.69,true
1001,SKU001,produce,produce,2026-05-29T15:00:00,11,6.83,true
1001,SKU001,produce,produce,2026-05-29T16:00:00,19,11.80,true
1001,SKU001,produce,produce,2026-05-29T17:00:00,24,14.90,true
1001,SKU001,produce,produce,2026-05-29T18:00:00,28,17.39,true
1001,SKU001,produce,produce,2026-05-29T19:00:00,15,9.31,true
1001,SKU001,produce,produce,2026-05-29T20:00:00,15,9.31,true
1001,SKU001,produce,produce,2026-05-29T21:00:00,14,8.69,true
1001,SKU001,produce,produce,2026-05-30T06:00:00,21,13.04,true
1001,SKU001,produce,produce,2026-05-30T07:00:00,18,11.18,true
1001,SKU001,produce,produce,2026-05-30T08:00:00,19,11.80,true
1001,SKU001,produce,produce,2026-05-30T09:00:00,7,4.35,true
1001,SKU001,produce,produce,2026-05-30T10:00:00,13,8.07,true
1001,SKU001,produce,produce,2026-05-30T11:00:00,17,10.56,true
1001,SKU001,produce,produce,2026-05-30T12:00:00,26,16.15,true
1001,SKU001,produce,produce,2026-05-30T13:00:00,9,5.59,true
1001,SKU001,produce,produce,2026-05-30T14:00:00,13,8.07,true
1001,SKU001,produce,produce,2026-05-30T15:00:00,12,7.45,true
1001,SKU001,produce,produce,2026-05-30T16:00:00,13,8.07,true
1001,SKU001,produce,produce,2026-05-30T17:00:00,16,9.94,true
1001,SKU001,produce,produce,2026-05-30T18:00:00,17,10.56,true
1001,SKU001,produce,produce,2026-05-30T19:00:00,15,9.31,true
1001,SKU001,produce,produce,2026-05-30T20:00:00,11,6.83,true
1001,SKU001,produce,produce,2026-05-30T21:00:00,15,9.31,true
1001,SKU001,produce,produce,2026-05-31T06:00:00,18,11.18,true
1001,SKU001,produce,produce,2026-05-31T07:00:00,9,5.59,true
1001,SKU001,produce,produce,2026-05-31T08:00:00,14,8.69,true
1001,SKU001,produce,produce,2026-05-31T09:00:00,13,8.07,true
1001,SKU001,produce,produce,2026-05-31T10:00:00,15,9.31,true
1001,SKU001,produce,produce,2026-05-31T11:00:00,25,15.53,true
1001,SKU001,produce,produce,2026-05-31T12:00:00,20,12.42,true
1001,SKU001,produce,produce,2026-05-31T13:00:00,15,9.31,true
1001,SKU001,produce,produce,2026-05-31T14:00:00,15,9.31,true
1001,SKU001,produce,produce,2026-05-31T15:00:00,18,11.18,true
1001,SKU001,produce,produce,2026-05-31T16:00:00,11,6.83,true
1001,SKU001,produce,produce,2026-05-31T17:00:00,23,14.28,true
1001,SKU001,produce,produce,2026-05-31T18:00:00,10,6.21,true
1001,SKU001,produce,produce,2026-05-31T19:00:00,10,6.21,true
1001,SKU001,produce,produce,2026-05-31T20:00:00,16,9.94,true
1001,SKU001,produce,produce,2026-05-31T21:00:00,13,8.07,true
1001,SKU001,produce,produce,2026-06-01T06:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-01T07:00:00,16,11.04,false
1001,SKU001,produce,produce,2026-06-01T08:00:00,2,1.38,false
1001,SKU001,produce,produce,2026-06-01T09:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-06-01T10:00:00,9,6.21,false
1001,SKU001,produce,produce,2026-06-01T11:00:00,14,9.66,false
1001,SKU001,produce,produce,2026-06-01T12:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-01T13:00:00,7,4.83,false
1001,SKU001,produce,produce,2026-06-01T14:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-06-01T15:00:00,9,6.21,false
1001,SKU001,produce,produce,2026-06-01T16:00:00,13,8.97,false
1001,SKU001,produce,produce,2026-06-01T17:00:00,14,9.66,false
1001,SKU001,produce,produce,2026-06-01T18:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-01T19:00:00,6,4.14,false
1001,SKU001,produce,produce,2026-06-01T20:00:00,16,11.04,false
1001,SKU001,produce,produce,2026-06-01T21:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-02T06:00:00,9,6.21,false
1001,SKU001,produce,produce,2026-06-02T07:00:00,9,6.21,false
1001,SKU001,produce,produce,2026-06-02T08:00:00,8,5.52,false
1001,SKU001,produce,produce,2026-06-02T09:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-06-02T10:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-06-02T11:00:00,14,9.66,false
1001,SKU001,produce,produce,2026-06-02T12:00:00,21,14.49,false
1001,SKU001,produce,produce,2026-06-02T13:00:00,7,4.83,false
1001,SKU001,produce,produce,2026-06-02T14:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-06-02T15:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-02T16:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-02T17:00:00,14,9.66,false
1001,SKU001,produce,produce,2026-06-02T18:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-06-02T19:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-02T20:00:00,10,6.90,false
1001,SKU001,produce,produce,2026-06-02T21:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-03T06:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-06-03T07:00:00,7,4.83,false
1001,SKU001,produce,produce,2026-06-03T08:00:00,8,5.52,false
1001,SKU001,produce,produce,2026-06-03T09:00:00,13,8.97,false
1001,SKU001,produce,produce,2026-06-03T10:00:00,13,8.97,false
1001,SKU001,produce,produce,2026-06-03T11:00:00,17,11.73,false
1001,SKU001,produce,produce,2026-06-03T12:00:00,16,11.04,false
1001,SKU001,produce,produce,2026-06-03T13:00:00,13,8.97,false
1001,SKU001,produce,produce,2026-06-03T14:00:00,6,4.14,false
1001,SKU001,produce,produce,2026-06-03T15:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-03T16:00:00,14,9.66,false
1001,SKU001,produce,produce,2026-06-03T17:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-03T18:00:00,19,13.11,false
1001,SKU001,produce,produce,2026-06-03T19:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-06-03T20:00:00,7,4.83,false
1001,SKU001,produce,produce,2026-06-03T21:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-06-04T06:00:00,12,8.28,false
1001,SKU001,produce,produce,2026-06-04T07:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-06-04T08:00:00,11,7.59,false
1001,SKU001,produce,produce,2026-06-04T09:00:00,11,7.59,false
